Банковский эксперт Вера Януть: новый Банковский кодекс и ваши вклады — что изменится?,"""https://content.onliner.by/news/550x298/f0dd3f48fc5e969b935b4a79b6eb35f0.jpeg""","Вера Януть — заместитель директора департамента розничного бизнеса «Банка Москва-Минск». Отвечает за разработку и развитие банковских продуктов для физических лиц, включая digital-сервисы."
"Водитель такси Армен Манукян: о «бомбилах», «понаехавших» и справедливых тарифах (Видео)","""https://content.onliner.by/news/550x298/c8694e7660103b86e17f279c20bed45b.jpeg""","Армен Манукян — водитель такси с 1987 года, работал начальником смены в таксопарке еще во времена СССР. Наблюдал на своем примере, как за четверть века профессия таксиста превратилась из престижной и "
"Водитель каршеринговой машины, разбивший 10 авто, будет полностью возмещать ущерб. Ему навсегда закрыт доступ к сервису","""https://content.onliner.by/news/550x298/8d1311116fdbb3996c969a7251db1c07.jpeg""","Как сообщалось, минувшей ночью в Минске нетрезвый водитель, воспользовавшись каршеринговым Volkswagen сервиса Anytime, дважды попал в ДТП, а также пытался скрыться от сотрудников Госавтоинспекции. Все"
"Что они творят? Видеоподборка о том, как не нужно вести себя на дороге","""https://content.onliner.by/news/550x298/847e64a991a1720ad0b05533efd41a8c.jpeg""","Ежедневно на дорогах происходит огромное количество опасных ситуаций. Некоторые приводят к ДТП, в других случаях водители проявляют чудеса реакции, и столкновения удается избежать. В Беларусь вот-вот "
"В Минске выпал снег, на дорогах возможна гололедица","""https://content.onliner.by/news/550x298/95f90595c591b09d55366e10ba76cebe.jpeg""","В столице ночью выпал снег. Пока это не зимние сугробы, конечно, но пейзаж заметно изменился. Утром автомобилисты уже чистили свои автомобили. Синоптики предупреждают: вместе со снегом пришли и все ос"
Лобовое столкновение двух грузовиков в Сморгонском районе: погиб дальнобойщик из России,"""https://content.onliner.by/news/550x298/3408abcd7a99001c4fb2fbf6bbe302b8.jpeg""","В ГАИ Гродненской области сообщили о ДТП, которое случилось вчера в четвертом часу дня на 158-м км автодороги Борисов — Вилейка — Ошмяны в Сморгонском районе. Столкнулись две фуры, которые двигались в"
Завтра снова на копейку увеличится стоимость топлива (кроме АИ-92),"""https://content.onliner.by/news/550x298/51bab20415a3a8234f6a5398a6dc499a.jpeg""","Как бы это сказать: ничего нового. Сегодня концерн «Белнефтехим» сообщил о том, что с 25 ноября на автозаправочных станциях Республики Беларусь цена автомобильного топлива вырастет на копейку. Подорож"
Трое пешеходов погибли в один вечер при схожих обстоятельствах,"""https://content.onliner.by/news/550x298/fc0802e9f424625b5f738a89bdd71c4f.jpeg""","В ГАИ Минской области сообщили, что за прошедшие сутки в регионе в результате ДТП погибли двое пешеходов. Оба наезда произошли в темное время суток на загородных трассах."
Участник дорожного конфликта зачем-то расстегнул штаны перед оппонентом,"""https://content.onliner.by/news/550x298/428032c7ee1e3d49615f83c84bf82184.jpeg""","Бывает, что участники дорожного движения повздорят. Случается даже, что, как следствие, совершат несколько рискованных маневров, покажут друг другу оскорбительные жесты. Сегодня водитель Audi, наприме"
Водитель сбил женщину на переходе и скрылся. Нужна помощь очевидцев,"""https://content.onliner.by/news/550x298/48512e37573bd0286c4ecd90008abec3.jpeg""","Следственный комитет подключился к выяснению обстоятельств утреннего происшествия в Рогачеве. Сегодня в 7:45 в райцентре неизвестный автомобиль сбил 52-летнюю женщину, которая пересекала дорогу по нер"
Двое работников одного предприятия с разницей в несколько часов попались пьяными за рулем,"""https://content.onliner.by/news/550x298/a8351e4badb60c361915e7dda1ec2221.jpeg""","Вчера вечером в Брестском районе задержали пьяного тракториста, а спустя несколько часов в Бресте остановили нетрезвого водителя автомобиля Mercedes. Оба они работают на одном и том же предприятии. По"
В Минске 9-балльные пробки,"""https://content.onliner.by/news/550x298/f26d42a3c6e14fa67235fed7faad817f.jpeg""","Эта рабочая неделя начиналась с заторов в Минске и заканчивается ими же. Круг замкнулся. По данным сервиса «Яндекс.Карты», по состоянию на 18:00 наблюдаются 9-балльные пробки. И, кажется, вот-вот буде"
Фотофакт: началась реконструкция проезжей части возле «МакДональдса» в Уручье,"""https://content.onliner.by/news/550x298/8e93014d0980e27cac428a55df04ced8.jpeg""","Проблема с безопасностью на дороге возле «МакДональдса» на улице Шугаева в Минске обсуждалась не один год. На гостевой парковке всем желающим места не хватало, поэтому автомобили оставляли вдоль проез"
"На могилевской трассе легковушка врезалась в погрузчик, пострадали два человека","""https://content.onliner.by/news/550x298/374d528da7861ed5a7119b4a52c91b11.jpeg""","Читатели Onliner сообщают о серьезной аварии на трассе М4 (Минск — Могилев), недалеко от пересечения с трассой М1 (Брест — Минск — граница России). На проезжей части видели легковой автомобиль с серье"
"Итальянец не знал, какие могут быть тарифы у минских таксистов, и заплатил 120 рублей","""https://content.onliner.by/news/550x298/2f89d3bdd1efc3465dda87c4d3aa7bf4.jpeg""","Наша читательница Надежда рассказала, что недавно в Минск из Италии прилетал ее знакомый. В аэропорту к иностранцу подошел приятного вида человек и предложил услуги такси. Итальянец согласился. Едва л"
Биткоин упал до отметки ниже $3900,"""https://content.onliner.by/news/550x298/5fae0666be915c0cb7f32a7d00c7adc6.jpeg""","Это что же творится! Всего за пять дней биткоин просел настолько, что за него стали давать менее $5000. Казалось, что на этом темп падения должен замедлиться, но не тут-то было. Очередной виток, и кри"
Обзор Battlefield 5: бета-тест по цене полной игры,"""https://content.onliner.by/news/550x298/0c4d9eb7158ee4bb1abcdcf63f7e56ac.jpeg""","Позапрошлой осенью выбранный для Battlefield 1 сеттинг без преувеличения восхищал — забытая война, о которой толком и нет игр, смотрелась очень даже бодро: архаичное оружие, бронепоезда, самолеты из ф"
Mate 20 Pro протестировали на устойчивость к царапинам и сгибанию,"""https://content.onliner.by/news/550x298/1f2c6036988f1960874c62e698864d39.jpeg""","Автор YouTube-канала JerryRigEverything известен техносообществу своими бесчеловечными тестами на износоустойчивость мобильных устройств. Наконец к нему попал новенький смартфон Mate 20 Pro, который о"
В сети появились официальные изображения нового бюджетника Huawei,"""https://content.onliner.by/news/550x298/e447ca5a60a364863ab1a79e76a5fedd.jpeg""","В распоряжении ресурса WinFuture появились изображения Huawei P Smart — у компании уже есть смартфон с таким названием, но речь о его преемнике, который должен появиться до конца года."
Apple хочет знать все о вашем сне,"""https://content.onliner.by/news/550x298/eda8120d4e3cc8f2cf1a49e2511da0fa.jpeg""","Apple подала патентную заявку на пьезоэлектрические сенсоры, которые будут отслеживать множество параметров человека во время его сна. В прошлом году купертинцы приобрели Beddit, которая выпускает пос"
В Африке из-за «черной пятницы» магазины уже трещат по швам от покупателей,"""https://content.onliner.by/news/550x298/b74738d795212c3bc56dff6a25256bc8.jpeg""","Великий праздник любого шопоголика — «черная пятница» — шагает по планете. Где-то тихо и незаметно для мирового сообщества, а где-то умудряется греметь по всем соцсетям. Пока в США спят, пальму первен"
Создатель детских протезов из Беларуси вошел в шорт-лист премии РБК,"""https://content.onliner.by/news/550x298/d513fa35f960fe82fe75e694991e6b86.jpeg""",Белорус Илья Чех попал в шорт-лист премии российского медиахолдинга в номинации «Визионер». Также его имя значится в категории «Выбор читателей».
HTC выпустила VR-шлем Vive Pro за $1549 для поклонников «Формулы-1»,"""https://content.onliner.by/news/550x298/72b9680fc755d80eb439e7b661ecaacc.jpeg""",На Гран-при «Формулы-1» в Абу-Даби компании HTC и McLaren представили результат заключенного ранее партнерства — особую версию шлема виртуальной реальности Vive Pro. Новинка получила «гоночное» исполн
США просит союзников отказаться от оборудования Huawei,"""https://content.onliner.by/news/550x298/2370896194e2d66d5bf3feb9ab446ccb.jpeg""","Американские чиновники пытаются убедить своих союзников отказаться от использования китайского оборудования Huawei в телекоммуникационной отрасли, сообщает Wall Street Journal. Переговоры ведутся с ко"
Красивый и ну очень мощный: видеообзор нового iPad Pro с производительностью уровня Xbox One S,"""https://content.onliner.by/news/550x298/8d1d71c4d480ff126e9f479f123b70d4.jpeg""","В этом году Apple выкатила совершенно новые iPad Pro. У модели побольше диагональ экрана осталась прежней (12,9 дюйма), а версия поменьше подросла с 10,5 до 11 дюймов при прежних габаритах — все благо"
"Президент Xiaomi показал слайдер Mi MIX 3, подключенный к сети 5G","""https://content.onliner.by/news/550x298/132c491147e898a316e39ba5e2e34b8d.jpeg""","Компания Xiaomi представила смартфон в формфакторе слайдера Mi MIX 3 еще в октябре. Среди возможностей новинки — поддержка сетей 5G. Коммерческое их использование пока не началось, однако многие вендо"
Wylsacom за год потратил на лутбоксы в FIFA больше $15 000,"""https://content.onliner.by/news/550x298/e452c2303553b0b2e196a7d3ead51507.jpeg""","Популярный «яблочный» блогер Валентин Wylsacom Петухов пришел в гости к подкасту sports.ru, где среди прочего рассказал о своем увлечении футбольным симулятором FIFA 18. В нем есть режим Ultimate Team"
Белорус вынес из магазина гаджетов на 13 тысяч рублей,"""https://content.onliner.by/news/550x298/e7d5743cff1c568c046553eab6dcbcdc.jpeg""","Житель Борисова зашел в магазин электроники и увидел, что сотрудники оставляют ключи от шкафчиков с товарами без присмотра. 23-летний парень решил воспользоваться ситуацией, а теперь в отношении него "
Россия испытает на МКС двигатели на йоде,"""https://content.onliner.by/news/550x298/316975ff3011d7a4df4abe3c2896d482.jpeg""","Российские космонавты проведут на МКС эксперименты по исследованию электроракетных двигателей, которые используют в качестве рабочего тела йод, пишет «РИА Новости». Подобные испытания еще ни разу не п"
Камера увидела фото бизнесвумен на автобусе и посчитала женщину нарушителем ПДД,"""https://content.onliner.by/news/550x298/31ed6465c93a1d2dda5bf14fd595800f.jpeg""","На этой неделе глава крупной компании по выпуску кондиционеров Дун Минчжу оказалась в неприятной ситуации. Ее лицо как нарушителя правил дорожного движения появилось на уличном дисплее Шанхая: мол, см"
В Беларуси прорабатывается вопрос по снижению тарифов для отопления жилья,"""https://content.onliner.by/news/550x298/fb13d0170503dc575a882fa593343e01.jpeg""","В Беларуси прорабатывается вопрос по снижению тарифов для отопления жилья, в том числе и в ночное время. Об этом сегодня в интервью телеканалу СТВ сообщил заместитель премьер-министра Владимир Кухарев"
"Пожар в общежитии: 30 человек успели выйти на улицу сами, четверых эвакуировали спасатели","""https://content.onliner.by/news/550x298/7f8a7c1eb4edab3d1e0327c39ac0d63e.jpeg""","Вчера около полудня в МЧС поступило сообщение о пожаре в общежитии в Жабинке. На место прибыли подразделения спасателей. К этому моменту 30 человек сами покинули здание, но несколько человек еще были "
«Росатом»: БелАЭС будет готова к завозу ядерного топлива в начале 2019 года,"""https://content.onliner.by/news/550x298/cea52ee7f1962e9d45b2a719ebaae94f.jpeg""","Белорусская АЭС будет готова к завозу ядерного топлива в начале 2019 года, заявил сегодня журналистам первый заместитель генерального директора по операционному управлению госкорпорации «Росатом» Алек"
"Ремонт за копейку. Расскажите, как вам удалось сэкономить на ремонте, и получите 200 рублей","""https://content.onliner.by/news/550x298/fb6951911a97b91e8ea0355164fb48d7.jpeg""","Onliner запускает новый конкурс, посвященный экономии во время ремонта и строительства. Получилось сберечь семейный бюджет и сделать что-то стоящее за небольшую сумму? Тогда новый цикл для вас. Лучшие"
"Брестчанина подозревают в мошенничестве, общий ущерб — свыше 26 тысяч рублей","""https://content.onliner.by/news/550x298/4b531762ad9c101c6f2db6f269046ec4.jpeg""","Управление Следственного комитета по Брестской области расследует многоэпизодное дело о мошенничестве. Подозреваемый — 30-летний житель Бреста. По данным следствия, в период с июня 2017 года по июль 2"
В Москве на проезжую часть рухнуло здание бизнес-центра,"""https://content.onliner.by/news/550x298/0e4550f4af14e3beed843346d17fd14e.jpeg""","Бизнес-центр «Северянин» располагался на улице Красная Сосна в Москве. Как сообщают российские СМИ, власти города приняли решение о сносе этой 12-этажки, на месте уже работали строительные бригады, ко"
В Беларуси хотят продать секретный бункер времен холодной войны всего за $100 000,"""https://content.onliner.by/news/550x298/70ad0f9edffd7378bf69095b68e7327a.jpeg""","На окраине Беловежской пущи находится один из сверхсекретных объектов времен холодной войны, расположенных на территории Беларуси. Под невзрачным замшелым сараем, стоящим на небольшом холме, скрываетс"
"«Сделал самовольную перепланировку, но соседи настучали в ЖЭС». А как бы поступили вы?","""https://content.onliner.by/news/550x298/428f30fb4a8646a6a25d9ed2fab42eee.jpeg""","Создать квартиру с идеальной планировкой, пожалуй, невозможно: одни и те же метры разные семьи захотят распределить по-своему. Что уже говорить, если жилье находится в типовом панельном доме — тут пол"
В Москве построили модный институт науки и технологий,"""https://content.onliner.by/news/550x298/50ff573ab6e5215fd1333e60ef1473b1.jpeg""","В московском иннограде «Сколково» завершилось строительство кампуса образовательно-исследовательского института науки и технологий. Теперь там будут размещаться лекционные аудитории и классы, админист"
«Всех до единого в следственный изолятор». Лукашенко рассказал о вопиющем случае со скупкой и перепродажей квартир в Минске,"""https://content.onliner.by/news/550x298/adc8d29b5ceac3cd63dabeca946143f9.jpeg""","Президент Беларуси Александр Лукашенко сегодня на семинаре-совещании о повышении эффективности строительного комплекса рассказал о вопиющем случае в Минске со скупкой и перепродажей квартир, передает "
"Однотипная застройка, недостаточное озеленение, цена «квадрата». Президент о главных проблемах и перспективах строительной отрасли","""https://content.onliner.by/news/550x298/9c81591012ac31dde3b0c4dab68c7a07.jpeg""","Сегодня Александр Лукашенко посетил республиканский семинар-совещание о повышении эффективности строительного комплекса Беларуси, на котором высказался о перспективах строительной области и затронул р"
«Микротрешки»: как на 43 метрах уместить три жилые комнаты с отдельной кухней и просить за это до $90 000 по курсу,"""https://content.onliner.by/news/550x298/05ff5df2cb05fb38fc1a45e9929d6e2a.jpeg""","Застройщики начали приучать белорусов к скромным метражам и аккуратным планировкам. Квартиры-студии, «евродвушки» и «евротрешки» стали неотъемлемым атрибутом высоток, строившихся последние года четыре"
